Exp_A,Exp_B,Exp_C
0.7480432448813308,0.7480113013681213,0.700912182698114
0.8321160696953168,0.8317036888284258,0.8253492129240634
0.8290340039377425,0.8297336000545241,0.8182475007177425
0.8303742173692366,0.827556372505264,0.8159554370301657
0.8451655730532833,0.8451155752526407,0.8466598561232169
0.8107800304726447,0.8116205290781056,0.7871987687142061
0.7268502027702168,0.7242305598130541,0.6875649826569525
0.8197250106520327,0.8192607481198989,0.7949586192046295
0.8533825401787078,0.8529029198627873,0.8222113884821981
0.8483665282547356,0.8506177655089929,0.7977542260513881
0.8315860279574265,0.8320672848397257,0.7698925303628663
0.8056986500403361,0.806011632704392,0.7596127315836948
0.762033553208627,0.7637634844629041,0.7322394465053417
0.8224846136782116,0.8222336115903275,0.8019537847248306
0.8542304922644468,0.8552241169234907,0.8203201881291912
0.813667249128952,0.8136116495844259,0.7768995302284027
0.8124260928343983,0.8097392241815882,0.7598566012782862
0.7460529897545389,0.7446839270108443,0.7329403603058333
0.833695917096595,0.8323275253491413,0.8039601369429705
0.8365150120848547,0.8362995482026345,0.8138330951812403
0.6680137382122151,0.6668800743551777,0.5991536656327551
0.7397595720324963,0.740088378625664,0.72299193608854
0.7671635638090463,0.7657466169178943,0.7306290663544919
0.6917382658253726,0.6921794911282202,0.655261649251928
0.8243010886075943,0.8246011298229026,0.7863367226375642
0.794457098996541,0.7967356863147724,0.7625879001075144
0.7813614012443374,0.7793241416882795,0.7182401203847721
0.7963697145015284,0.797144578143825,0.7468781334545123
